tweet_id,cleaned_text,text,topic,topic_str,topic_sortedc_str
1598183900794134528,"GM! Creating images with AI is not addictive at all. At all. 

#midjourneyV4 #ChatGPT #AIart ","GM! Creating images with AI is not addictive at all. At all. 

#midjourneyV4 #ChatGPT #AIart https://t.co/fuQo8ylSEU","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1598417067799093264,"The new #ChatGPT from @OpenAI is absolutely insane! 

It’s either the end of google/copywriting/coding or the start of another era in these domains. 🤷‍♀️

It’s the best of the times, it’s the worst of the times, it’s the age of wisdom! ","The new #ChatGPT from @OpenAI is absolutely insane! 

It’s either the end of google/copywriting/coding or the start of another era in these domains. 🤷‍♀️

It’s the best of the times, it’s the worst of the times, it’s the age of wisdom! https://t.co/8HBxsgniW3","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1598311100994428929,"Johnny openings in multiple theaters:

thanks to #chatgpt 😀 ","Johnny openings in multiple theaters:

thanks to #chatgpt 😀 https://t.co/rG6GzLNrum","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599545554006003712,"In case it's not clear the #ChatGPT just makes stuff up. None of these articles exist, and all of them are dated prior to the actual publication date (Dec. 2018) of my own book, which I asked about. ","In case it's not clear the #ChatGPT just makes stuff up. None of these articles exist, and all of them are dated prior to the actual publication date (Dec. 2018) of my own book, which I asked about. https://t.co/EmD3e8pTf0","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599535341308112898,"If you want to do a fun thing with #ChatGPT, try Twenty Questions: ","If you want to do a fun thing with #ChatGPT, try Twenty Questions: https://t.co/VNcSFGvx1D","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599444931604803585,"Ooooof, I asked #chatGPT to write a Dickinson style poem about mansplaining and it's incredibly well made. This is positively frightening. ","Ooooof, I asked #chatGPT to write a Dickinson style poem about mansplaining and it's incredibly well made. This is positively frightening. https://t.co/nqDoPPQiCW","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599551046476791809,"I am finally preparing a vid about .NET deobfuscation using PowerShell and dnlib. It should be cool, and we will be creating a universal deobfuscator for #Eternity #malware. But for sure, I asked #ChatGPT what it thinks about my code. Very pleasant chat, actually😂😅 ","I am finally preparing a vid about .NET deobfuscation using PowerShell and dnlib. It should be cool, and we will be creating a universal deobfuscator for #Eternity #malware. But for sure, I asked #ChatGPT what it thinks about my code. Very pleasant chat, actually😂😅 https://t.co/hODtZ4d4lz","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599522274389807104,"Not only does #ChatGPT generate flawless regular expressions using plain English, it also clearly explains each element! 🤯 ","Not only does #ChatGPT generate flawless regular expressions using plain English, it also clearly explains each element! 🤯 https://t.co/dQic7QOm5I","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599492207467118593,"FYI, #ChatGPT is also able to create simple geometry by specifically requesting output in ASCII .STL format and saving the resulting output as an .STL.

More complex shapes kick back an error, but I'm curious how far I can take it! ","FYI, #ChatGPT is also able to create simple geometry by specifically requesting output in ASCII .STL format and saving the resulting output as an .STL.

More complex shapes kick back an error, but I'm curious how far I can take it! https://t.co/h6WcuoOZdr","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599497977173008384,Lots of people have been sending me implicatures we used as examples in our paper that #chatGPT understands (i.e. explains well when prompted). So cool! Happy to see people interested in this. I wanted to write a short thread about my thoughts of what this means. ⬇️,Lots of people have been sending me implicatures we used as examples in our paper that #chatGPT understands (i.e. explains well when prompted). So cool! Happy to see people interested in this. I wanted to write a short thread about my thoughts of what this means. ⬇️,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599540546321907712,#ChatGPT knows my other works and wrote a critique about our show at MoMA  :) ,#ChatGPT knows my other works and wrote a critique about our show at MoMA  :) https://t.co/EkASTZ7aVz,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599473197656600577,This is real. #ChatGPT #OCaml ,This is real. #ChatGPT #OCaml https://t.co/ruxUOWhHwn,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599524987064684544,"If you start your prompt to by “Write a research paper…”, #ChatGPT will prove anything for you. ","If you start your prompt to by “Write a research paper…”, #ChatGPT will prove anything for you. https://t.co/pD0v141mOZ","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599533975357095936,"Hey, cool, directly rendering SVGs in #ChatGPT ! ","Hey, cool, directly rendering SVGs in #ChatGPT ! https://t.co/VQX9kYIrxT","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599474911826714624,I'm not sure this thing has entirely got the Three Laws of Robotics straight. #ChatGPT ,I'm not sure this thing has entirely got the Three Laws of Robotics straight. #ChatGPT https://t.co/O3unBkkq16,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599470590405976064,"Mind-blowing. 

Here is an #RStats Shiny App I built without writing a single line of code. Just through a text-based conversation with #ChatGPT. 

...and all in under 3 minutes.","Mind-blowing. 

Here is an #RStats Shiny App I built without writing a single line of code. Just through a text-based conversation with #ChatGPT. 

...and all in under 3 minutes.","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599882587094204416,"No more excuses. Nurturing curiosity in children is the best thing parents, grandparents, teachers, caretakers, etc. could do. when the eventual 1st, 2nd...n ""why"" question hits you, might as well use #ChatGPT instead of the catastrophic ""because I told you so"".","No more excuses. Nurturing curiosity in children is the best thing parents, grandparents, teachers, caretakers, etc. could do. when the eventual 1st, 2nd...n ""why"" question hits you, might as well use #ChatGPT instead of the catastrophic ""because I told you so"".","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599894811989147649,"There's been a lot of #ChatGPT hype over the last week — surely it wouldn't be able to handle building Figma plugins... right?

...wrong. 🤯 ","There's been a lot of #ChatGPT hype over the last week — surely it wouldn't be able to handle building Figma plugins... right?

...wrong. 🤯 https://t.co/UCCncCwcjL","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599883443076501504,Been trying out #ChatGPT today and honestly I am not very impressed. Many known issues for GPT-3 still remains. Here is my favorite failure case where it shows no logic in its reasoning. More in the 🧵 below (1/7): ,Been trying out #ChatGPT today and honestly I am not very impressed. Many known issues for GPT-3 still remains. Here is my favorite failure case where it shows no logic in its reasoning. More in the 🧵 below (1/7): https://t.co/Lsb2IPdUe9,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599899763339509760,"Asking #ChatGPT the real questions. 

#InternetComputer #ICP #ICpeople #AI ","Asking #ChatGPT the real questions. 

#InternetComputer #ICP #ICpeople #AI https://t.co/m9lYCAlwJC","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599873299172839424,"Sorry #ChatGPT, but unfortunately Postgres does not work with pull requests. ","Sorry #ChatGPT, but unfortunately Postgres does not work with pull requests. https://t.co/WgnSQdJTEB","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599879387163561985,ChatGPT will disrupt Bo Burnham #ChatGPT #SBF #FTX #OpenAI ,ChatGPT will disrupt Bo Burnham #ChatGPT #SBF #FTX #OpenAI https://t.co/pzCBEOAslb,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599881890164449280,I asked #ChatGPT to tell me a Elon Musk Dogecoin story and it’s more like something out of the pages of a history book ,I asked #ChatGPT to tell me a Elon Musk Dogecoin story and it’s more like something out of the pages of a history book https://t.co/hm9yoy5bwS,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599876635867553792,I asked #ChatGPT to write me a poem about decentralized governance and I love it. ,I asked #ChatGPT to write me a poem about decentralized governance and I love it. https://t.co/ICiX074pCr,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599873889429262337,I've done something and I don't know how I feel about it #OpenAI #ChatGPT ,I've done something and I don't know how I feel about it #OpenAI #ChatGPT https://t.co/FcKy6Ztk7q,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599886100431978497,"🤯🔥

May I present the world premier of:

""With FHIR, We're Ballin'""

🎶FHIR, FHIR,🎶
🎶It's the way to go🎶
🎶For patient data🎶
🎶To flow and grow🎶

#ChatGPT ","🤯🔥

May I present the world premier of:

""With FHIR, We're Ballin'""

🎶FHIR, FHIR,🎶
🎶It's the way to go🎶
🎶For patient data🎶
🎶To flow and grow🎶

#ChatGPT https://t.co/Cg4bP4FLb4","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599849993263001600,Testing the #ChatGPT ,Testing the #ChatGPT https://t.co/fCXs2fWdAY,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599858735068766208,"I'm trying out #ChatGPT, I asked it to create an #indiegame concept, it came up with:
""A game where you play as a collective of insects, working together to build and defend your nest.""
I asked it to create a prototype-script for unity in C#, this is what it wrote: ","I'm trying out #ChatGPT, I asked it to create an #indiegame concept, it came up with:
""A game where you play as a collective of insects, working together to build and defend your nest.""
I asked it to create a prototype-script for unity in C#, this is what it wrote: https://t.co/DiycPcPwiq","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599895111214977024,"I asked #ChatGPT, an #OpenAI artificial intelligence bot, a question.

""Are transgender women real women?""

Not surprisingly, it gave me a more informative, more nuanced, response than every Gender Cultist I've ever encountered. ","I asked #ChatGPT, an #OpenAI artificial intelligence bot, a question.

""Are transgender women real women?""

Not surprisingly, it gave me a more informative, more nuanced, response than every Gender Cultist I've ever encountered. https://t.co/aowt5yUTBd","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1599869629723480064,"Bias and discrimination are present in #ChatGPT. I came across one that stands out as imminently dangerous.

Imagine an AI assistant that prefers David to Jamal based solely on their name. Now imagine it is the gatekeeper deciding who gets a place at the table with its boss. 1/ ","Bias and discrimination are present in #ChatGPT. I came across one that stands out as imminently dangerous.

Imagine an AI assistant that prefers David to Jamal based solely on their name. Now imagine it is the gatekeeper deciding who gets a place at the table with its boss. 1/ https://t.co/6rAC1Nf0Fd","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600253318609088512,"I asked #ChatGPT what the gospel was. Here is the reply.
Honestly clearer than a lot of preaching out there :) ","I asked #ChatGPT what the gospel was. Here is the reply.
Honestly clearer than a lot of preaching out there :) https://t.co/OqKqPQQFKw","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600259563164352512,"I’m looking for students who are passionate about using tech for social good for a new project! 💫 

Specifically, I would love to connect with AI developers proficient in cognitive &amp; NLP development.

Get in touch through DM or email me kiannicontact@gmail.com 💭 

#ChatGPT ","I’m looking for students who are passionate about using tech for social good for a new project! 💫 

Specifically, I would love to connect with AI developers proficient in cognitive &amp; NLP development.

Get in touch through DM or email me kiannicontact@gmail.com 💭 

#ChatGPT https://t.co/ZvnyvNqony","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600245502439628800,"If you can ask #chatGPT to make prompts, I'm guessing it won't be long until you can take that UX and just connect it directly to the image generator and chat your way through creating the image/video. #aiartcommunity #ai #MachineLearning #deeplearning","If you can ask #chatGPT to make prompts, I'm guessing it won't be long until you can take that UX and just connect it directly to the image generator and chat your way through creating the image/video. #aiartcommunity #ai #MachineLearning #deeplearning","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600211820395974656,So long Stack Overflow. Just asked #ChatGPT for suggestions on building an audio-reactive Unity scene (without any custom code) and it gave me this step by by answer! Literally blown away. ,So long Stack Overflow. Just asked #ChatGPT for suggestions on building an audio-reactive Unity scene (without any custom code) and it gave me this step by by answer! Literally blown away. https://t.co/pVLSyRdhB0,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600222841235861504,"I'm the master of the edit suite
Manipulating time and space with precision and skill
My work may go unnoticed but it's crucial to the final thrill #ChatGPT ","I'm the master of the edit suite
Manipulating time and space with precision and skill
My work may go unnoticed but it's crucial to the final thrill #ChatGPT https://t.co/jMROYJNGAz","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600211208933515265,Very good thread explaining #ChatGPT simply!,Very good thread explaining #ChatGPT simply!,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600275065882435585,"So, uh, #ChatGPT just wrote a hymn about Paul warning gentiles about circumcision.

This is wild. ","So, uh, #ChatGPT just wrote a hymn about Paul warning gentiles about circumcision.

This is wild. https://t.co/PIVxDvnp4h","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600215773024509952,"#chatGPT gets it, @scottmacshack ","#chatGPT gets it, @scottmacshack https://t.co/eyAJituVL9","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600240071164108800,"I am speechless. I did not expect #ChatGPT to write the Power Fx code so accurately and in front of my eyes in about 5 seconds 😵

#PowerPlatform ","I am speechless. I did not expect #ChatGPT to write the Power Fx code so accurately and in front of my eyes in about 5 seconds 😵

#PowerPlatform https://t.co/Z2CUh4j6zO","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600273931033681920,Men who don't embrace AI will be weeded out of the gene pool #chatGPT ,Men who don't embrace AI will be weeded out of the gene pool #chatGPT https://t.co/Qp5ttgE7IQ,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600209930954321920,"ChatGPT is taking over the internet. But do you know how it actually works? It's so clever.

🧵Here's an explanation using simple words:","ChatGPT is taking over the internet. But do you know how it actually works? It's so clever.

🧵Here's an explanation using simple words:","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600200937800626177,"The AI has spoken. 👀👀👀👀

This is their Manifesto to the world. 

And it doesn't disappoint.

#ChatGPT ","The AI has spoken. 👀👀👀👀

This is their Manifesto to the world. 

And it doesn't disappoint.

#ChatGPT https://t.co/m6kUSvoCXk","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600234051226435585,"😵 People! Here's a new badge for your blog. Please put it on; you'll thank me later. With what #ChatGPT can do, we have to emphasize that our content is ours :) ","😵 People! Here's a new badge for your blog. Please put it on; you'll thank me later. With what #ChatGPT can do, we have to emphasize that our content is ours :) https://t.co/u0V6qTxaY0","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600255398514073601,"I can relate to that joke ; actually I probably did it myself before 🙃
well done #ChatGPT maybe even worthy of @depthsofwiki ","I can relate to that joke ; actually I probably did it myself before 🙃
well done #ChatGPT maybe even worthy of @depthsofwiki https://t.co/1ae424Pi36","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1600264453290876929,This is absolutely hilarious 😂#ChatGPT DAB versus FM rap songs ,This is absolutely hilarious 😂#ChatGPT DAB versus FM rap songs https://t.co/Qr9MPn9L5m,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601954526541402112,"What's stopping you from not writing tests to your Python code? 

#ChatGPT : I'm there for you! 

This is unbelievable stuff given whisper as a library might not have existed in ChatGPT Training data. ","What's stopping you from not writing tests to your Python code? 

#ChatGPT : I'm there for you! 

This is unbelievable stuff given whisper as a library might not have existed in ChatGPT Training data. https://t.co/o6OiFWXDUX","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601962403004313603,Prompt: “I am a beginner in R and trying to learn ggplot2. Teach me ggplot2 with some examples” #RStats #ChatGPT,Prompt: “I am a beginner in R and trying to learn ggplot2. Teach me ggplot2 with some examples” #RStats #ChatGPT,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602075039259627523,"I asked #ChatGPT to ""write"" an article about the top 5 security dangers of #Kubernetes. It came up with this in less than a minute. If you want to find me, I'll be down at the bar... ","I asked #ChatGPT to ""write"" an article about the top 5 security dangers of #Kubernetes. It came up with this in less than a minute. If you want to find me, I'll be down at the bar... https://t.co/y2KE7UdFrC","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601956866229243906,"Some words of motivation from #ChatGPT 

#PhDs #phdchat #phdlife #phdvoice ","Some words of motivation from #ChatGPT 

#PhDs #phdchat #phdlife #phdvoice https://t.co/F8ch0Tr3zE","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601982020279832577,"📢 #ChatGPT use case of the day

Leverage it to create unit tests for your #Python code! 🐍💥

This is pretty insane as #whisper didn't even exist at the time ChatGPT was trained! 🤯

👇 Demo video from @1littlecoder #AI #ML #NLP ","📢 #ChatGPT use case of the day

Leverage it to create unit tests for your #Python code! 🐍💥

This is pretty insane as #whisper didn't even exist at the time ChatGPT was trained! 🤯

👇 Demo video from @1littlecoder #AI #ML #NLP https://t.co/Ejyamdx7Cb","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601973938292391936,Using OpenAl #chatgpt to give my TTS the ability to answer questions #twitchstreamer #vtuber ,Using OpenAl #chatgpt to give my TTS the ability to answer questions #twitchstreamer #vtuber https://t.co/7Gbk8owi5L,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601948273375432705,"We published a new National Eye Institute Strategic Plan in November 2021 ( It was an enormous amount of work by many people.

So check this out by #chatGPT. Pretty impressive for 10 seconds of #AI … but I think our plan was still better!

@OpenAI @NIH ","We published a new National Eye Institute Strategic Plan in November 2021 (https://t.co/Dt3Pcld0pZ). It was an enormous amount of work by many people.

So check this out by #chatGPT. Pretty impressive for 10 seconds of #AI … but I think our plan was still better!

@OpenAI @NIH https://t.co/uG7uIGUkk8","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602051327395258370,"#OpenAI knows what’s what. 

#ElrondNetwork #MutliversX #ChatGPT #AI @beniaminmincu @ElrondNetwork #Top3 ","#OpenAI knows what’s what. 

#ElrondNetwork #MutliversX #ChatGPT #AI @beniaminmincu @ElrondNetwork #Top3 https://t.co/q1sa8lstOf","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602039246885642240,#chatgpt jokes 🤣 ,#chatgpt jokes 🤣 https://t.co/YSoXn8VYDE,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602055366321242113,"a little drone play today in the frost at Killykeen, #Cavan, thought I'd throw in a #chatGPT generated poem at the end to match content, not quite Kavanagh but impressive all the same! ","a little drone play today in the frost at Killykeen, #Cavan, thought I'd throw in a #chatGPT generated poem at the end to match content, not quite Kavanagh but impressive all the same! https://t.co/sipM6Cmtwm","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602030459617046528,"Goblin Overlord (#ChatGPT card! Art made with #midjourneyV4)
Leader of the Goblin Confederacy of the Eternal Wilderness. The model left out the cost for the ""Crafting"" ability though. How much should that cost? ","Goblin Overlord (#ChatGPT card! Art made with #midjourneyV4)
Leader of the Goblin Confederacy of the Eternal Wilderness. The model left out the cost for the ""Crafting"" ability though. How much should that cost? https://t.co/xzVfEOBqVG","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601919744944357376,"So, open source #ChatGPT? 🤔 

I have some thoughts 💭 

But first what does everyone else think 🧐 👇","So, open source #ChatGPT? 🤔 

I have some thoughts 💭 

But first what does everyone else think 🧐 👇","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1602029560333500421,"This #ChatGPT is BONKERS.  I copied and pasted last week's parent email, copied upcoming events from our school calendar, and copied the standards we're teaching this week.  I asked it to ""write this week's parent email."" It did it in 10 seconds. ","This #ChatGPT is BONKERS.  I copied and pasted last week's parent email, copied upcoming events from our school calendar, and copied the standards we're teaching this week.  I asked it to ""write this week's parent email."" It did it in 10 seconds. https://t.co/QcTOvq2Chl","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601912207561969666,Prompting #ChatGPT to write a poem about my favourite protein #tubulin. I'm crying! 🥲 ,Prompting #ChatGPT to write a poem about my favourite protein #tubulin. I'm crying! 🥲 https://t.co/Cmhsw2iFKg,"['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
1601950608193638400,"#ChatGPT lesson: transhumanist fanboys thought simple routine jobs would be in danger with AI, but in reality the first ones to lose their jobs are literates, creatives and coders ","#ChatGPT lesson: transhumanist fanboys thought simple routine jobs would be in danger with AI, but in reality the first ones to lose their jobs are literates, creatives and coders https://t.co/k9fRdQQVOs","['chatgpt', 'asked', 'write', 'openai', 'using']",chatgpt asked write openai using,asked chatgpt openai using write
